unigram,gatsby,alice,austen
because,0.000901352028042,0.000548405966656,0.000500949379873
last,0.000901352028042,0.0012064931266450001,0.0009534197875
off,0.000901352028042,0.0026689090377300002,0.0004928695511650001
told,0.0008813219829740001,0.00021936238666200002,0.000565588009534
young,0.0008813219829740001,0.00018280198888500002,0.001042297903284
day,0.0008813219829740001,0.001060251535536,0.001171575162606
men,0.0008612919379060001,3.6560397777127814e-05,0.000274714176059
asked,0.0008612919379060001,0.000621526762211,0.000323193148305
even,0.0008612919379060001,0.0006580871599880001,0.000662545954025
heard,0.0008612919379060001,0.001096811933313,0.0006948652688560001
afternoon,0.000841261892839,0.0,2.423948612289419e-05
light,0.000841261892839,0.0,0.000137357088029
name,0.0008212318477710001,0.000365603977771,0.00026663434735100004
until,0.0008212318477710001,0.00018280198888500002,8.079828707631399e-06
how,0.0008212318477710001,0.002339865457736,0.001866440431462
left,0.000801201802704,0.000511845568879,0.0005251888659960001
baker,0.000801201802704,0.0,0.0
head,0.000801201802704,0.0017914594910790002,0.00026663434735100004
hour,0.000801201802704,7.312079555425564e-05,0.00030703349088900003
suddenly,0.000801201802704,0.000475285171102,0.000129277259322
seemed,0.000781171757636,0.000987130739982,0.000533268694703
its,0.000781171757636,0.002083942673296,0.0008403021855930001
oh,0.000781171757636,0.00138929511553,0.000751424069809
three,0.0007611417125680001,0.0010236911377590001,0.0004928695511650001
miss,0.0007611417125680001,0.000146241591108,0.002286591524259
let,0.0007611417125680001,0.000804328751096,0.0006059871530720001
hands,0.0007611417125680001,0.00043872477332500005,5.65588009534198e-05
once,0.000741111667501,0.001169932728868,0.00046863006504200004
years,0.000741111667501,3.6560397777127814e-05,0.00029087383347400003
say,0.000741111667501,0.001828019888856,0.001276612935805
west,0.000741111667501,0.0,8.079828707631399e-06
why,0.000741111667501,0.0014258555133070002,0.00043631075021200003
found,0.000721081622433,0.001169932728868,0.000533268694703
thing,0.000721081622433,0.0017914594910790002,0.00021815537510600001
much,0.000721081622433,0.0018645802866330001,0.0026501838161030002
another,0.000721081622433,0.000804328751096,0.00046055023633400006
five,0.000721081622433,0.000292483182217,0.00026663434735100004
looking,0.000701051577366,0.001169932728868,0.00026663434735100004
next,0.000701051577366,0.001096811933313,0.000581747666949
tell,0.000701051577366,0.0011333723310900001,0.000565588009534
than,0.000681021532298,0.0008774495466510001,0.002278511695552
minute,0.000681021532298,0.0007677683533190001,7.27184583686826e-05
egg,0.000681021532298,3.6560397777127814e-05,0.0
though,0.000681021532298,0.000402164375548,0.0018260412879240002
ca,0.000681021532298,0.0010236911377590001,1.6159657415262794e-05
world,0.00066099148723,0.00025592278443900004,0.000533268694703
always,0.00066099148723,0.00043872477332500005,0.0009695794449150001
nothing,0.00066099148723,0.001243053524422,0.00143012968125
small,0.00066099148723,0.000365603977771,0.000185836060275
upon,0.00066099148723,0.0009505703422050001,0.000565588009534
each,0.00066099148723,0.000292483182217,0.000517109037288
can,0.000640961442163,0.001279613922199,0.002601704843857
must,0.000640961442163,0.0016086575021930002,0.0024885872419500004
under,0.000640961442163,0.000584966364434,0.00026663434735100004
against,0.000640961442163,0.00032904357999400004,0.000420151092796
sat,0.000640961442163,0.000621526762211,0.00030703349088900003
alone,0.000620931397095,0.000146241591108,0.00024239486122800002
own,0.000620931397095,0.000365603977771,0.0015190077970340002
along,0.000620931397095,0.00018280198888500002,8.079828707631398e-05
front,0.000620931397095,7.312079555425564e-05,4.039914353815699e-05
cried,0.000620931397095,0.000731207955542,0.000735264412394
seen,0.000620931397095,0.000511845568879,0.000614066981779
table,0.000620931397095,0.0006580871599880001,0.000282794004767
mrs,0.000620931397095,0.0,0.0027713812467170004
wolfshiem,0.000620931397095,0.0,0.0
most,0.000600901352028,0.000292483182217,0.0014947683109110001
together,0.000600901352028,0.00032904357999400004,0.0005251888659960001
sound,0.000600901352028,0.000146241591108,6.463862966105119e-05
good,0.000600901352028,0.000987130739982,0.0016402052276490002
still,0.00058087130696,0.000475285171102,0.000597907324364
life,0.00058087130696,0.00043872477332500005,0.00045247040762700004
morning,0.00058087130696,0.00018280198888500002,0.000630226639195
things,0.00058087130696,0.001060251535536,0.00024239486122800002
york,0.00058087130696,0.0,8.079828707631399e-06
called,0.00058087130696,0.000548405966656,0.000331272977012
himself,0.00058087130696,0.00021936238666200002,0.001026138245869
ever,0.000560841261892,0.000804328751096,0.001074617218114
take,0.000560841261892,0.0007677683533190001,0.00064638629661
stood,0.000560841261892,0.00025592278443900004,0.00011311760190600001
side,0.000560841261892,0.000621526762211,0.00043631075021200003
does,0.000560841261892,0.000914009944428,0.0006867854401480001
wanted,0.000540811216825,0.000146241591108,0.000185836060275
those,0.000540811216825,0.000365603977771,0.00046863006504200004
every,0.000540811216825,0.00043872477332500005,0.001470528824788
moved,0.000540811216825,0.00018280198888500002,7.27184583686826e-05
make,0.000540811216825,0.0009505703422050001,0.0013493313941740001
anything,0.000540811216825,0.000694647557765,0.00064638629661
without,0.000540811216825,0.000914009944428,0.0013735708802970002
home,0.000540811216825,0.00018280198888500002,0.0005413485234110001
gave,0.000520781171757,0.000548405966656,0.00043631075021200003
great,0.000520781171757,0.0014258555133070002,0.001147335676483
across,0.000520781171757,0.00018280198888500002,4.847897224578838e-05
four,0.000520781171757,0.000292483182217,0.000282794004767
inquired,0.000520781171757,3.6560397777127814e-05,6.463862966105119e-05
might,0.000520781171757,0.0010236911377590001,0.001607885912818
garage,0.000520781171757,0.0,0.0
few,0.0005007511266900001,0.00032904357999400004,0.0005736678382410001
rather,0.0005007511266900001,0.000914009944428,0.00044439057891900005
later,0.0005007511266900001,0.00010968119333100001,2.423948612289419e-05
air,0.0005007511266900001,0.000548405966656,0.00024239486122800002
open,0.0005007511266900001,0.00025592278443900004,0.000137357088029
these,0.0005007511266900001,0.000511845568879,0.000565588009534
hot,0.0005007511266900001,0.00025592278443900004,2.423948612289419e-05
dark,0.0005007511266900001,0.00010968119333100001,1.6159657415262794e-05
felt,0.00048072108162200005,0.000840889148873,0.000799903042055
everything,0.00048072108162200005,0.00043872477332500005,0.00048478972245700005
started,0.00048072108162200005,7.312079555425564e-05,3.2319314830525595e-05
between,0.00048072108162200005,0.00021936238666200002,0.00050902920858
garden,0.00048072108162200005,0.000548405966656,9.695794449157679e-05
love,0.00048072108162200005,0.00010968119333100001,0.0007433442411020001
nick,0.00048072108162200005,0.0,0.0
demanded,0.00048072108162200005,0.0,0.0
our,0.00048072108162200005,0.000292483182217,0.000597907324364
o'clock,0.00048072108162200005,0.00010968119333100001,4.039914353815699e-05
steps,0.00048072108162200005,0.0,4.039914353815699e-05
sort,0.00046069103655400006,0.000731207955542,0.000298953662182
walked,0.00046069103655400006,0.000365603977771,0.000355512463135
lawn,0.00046069103655400006,0.0,4.847897224578838e-05
broke,0.00046069103655400006,7.312079555425564e-05,2.423948612289419e-05
hear,0.00046069103655400006,0.000511845568879,0.000565588009534
feet,0.00046069103655400006,0.000694647557765,8.079828707631399e-06
wife,0.00046069103655400006,3.6560397777127814e-05,0.000379751949258
gone,0.00046069103655400006,0.000475285171102,0.000500949379873
east,0.00044066099148700003,0.0,0.0
town,0.00044066099148700003,0.0,0.000533268694703
buchanan,0.00044066099148700003,0.0,0.0
ought,0.00044066099148700003,0.000511845568879,0.00036359229184300005
word,0.00044066099148700003,0.000365603977771,0.000395911606673
yes,0.00044066099148700003,0.000475285171102,0.000614066981779
yellow,0.00044066099148700003,0.0,0.0
hair,0.00044066099148700003,0.00025592278443900004,2.423948612289419e-05
course,0.00044066099148700003,0.000914009944428,0.000379751949258
myrtle,0.00044066099148700003,0.0,0.0
married,0.00044066099148700003,0.0,0.00047670989375
michaelis,0.00044066099148700003,0.0,0.0
matter,0.00042063094641900004,0.00032904357999400004,0.00023431503252100002
year,0.00042063094641900004,7.312079555425564e-05,0.00023431503252100002
woman,0.00042063094641900004,3.6560397777127814e-05,0.000500949379873
road,0.00042063094641900004,0.0,0.00011311760190600001
money,0.00042063094641900004,0.0,0.00021815537510600001
among,0.00042063094641900004,0.00043872477332500005,0.00020199571769000002
full,0.00042063094641900004,0.00021936238666200002,0.000153516745444
god,0.00042063094641900004,0.0,3.2319314830525595e-05
blue,0.00042063094641900004,3.6560397777127814e-05,1.6159657415262794e-05
put,0.00042063094641900004,0.0011333723310900001,0.00025047468993600003
rose,0.00042063094641900004,0.00018280198888500002,5.65588009534198e-05
beside,0.00042063094641900004,0.0,8.079828707631399e-06
will,0.000400600901352,0.0011333723310900001,0.003385448228497
has,0.000400600901352,0.00032904357999400004,0.0018260412879240002
end,0.000400600901352,0.0006580871599880001,0.00023431503252100002
stopped,0.000400600901352,0.00010968119333100001,4.847897224578838e-05
evening,0.000400600901352,7.312079555425564e-05,0.000597907324364
chicago,0.000400600901352,0.0,0.0
windows,0.000400600901352,0.0,4.847897224578838e-05
place,0.000400600901352,0.000292483182217,0.000597907324364
almost,0.000400600901352,0.00021936238666200002,0.00047670989375
trying,0.000400600901352,0.000511845568879,4.847897224578838e-05
butler,0.000400600901352,0.0,8.079828707631399e-06
met,0.000400600901352,0.00010968119333100001,0.000315113319597
drive,0.000400600901352,7.312079555425564e-05,3.2319314830525595e-05
party,0.000400600901352,0.000365603977771,0.00046055023633400006
girls,0.000400600901352,0.00010968119333100001,0.000355512463135
loved,0.000400600901352,0.0,8.079828707631398e-05
many,0.00038057085628400003,0.00043872477332500005,0.0009614996162080001
hard,0.00038057085628400003,0.000292483182217,9.695794449157679e-05
heart,0.00038057085628400003,7.312079555425564e-05,0.00036359229184300005
such,0.00038057085628400003,0.0014989763088620002,0.00313497353856
city,0.00038057085628400003,0.0,8.079828707631399e-06
days,0.00038057085628400003,0.000146241591108,0.00025047468993600003
summer,0.00038057085628400003,7.312079555425564e-05,0.000153516745444
body,0.00038057085628400003,7.312079555425564e-05,0.0
telephone,0.00038057085628400003,0.0,0.0
big,0.00038057085628400003,0.0,0.0
chair,0.00038057085628400003,3.6560397777127814e-05,4.847897224578838e-05
fact,0.00038057085628400003,0.000292483182217,0.00011311760190600001
ago,0.00038057085628400003,7.312079555425564e-05,0.000210075546398
dog,0.00038057085628400003,0.00010968119333100001,0.0
tried,0.00038057085628400003,0.000694647557765,0.00012119743061400001
perhaps,0.00038057085628400003,0.000621526762211,0.0006221468104870001
high,0.00036054081121600004,0.000584966364434,0.00014543691673700001
itself,0.00036054081121600004,0.000511845568879,7.27184583686826e-05
business,0.00036054081121600004,0.00025592278443900004,0.00036359229184300005
idea,0.00036054081121600004,0.000548405966656,0.000395911606673
dozen,0.00036054081121600004,0.0,1.6159657415262794e-05
window,0.00036054081121600004,0.000292483182217,0.000129277259322
island,0.00036054081121600004,0.0,0.0
brought,0.00036054081121600004,0.00010968119333100001,0.00030703349088900003
inside,0.00036054081121600004,7.312079555425564e-05,0.0
slowly,0.00036054081121600004,0.000292483182217,3.2319314830525595e-05
grey,0.00036054081121600004,3.6560397777127814e-05,0.0
mean,0.00036054081121600004,0.000365603977771,0.00026663434735100004
give,0.00036054081121600004,0.00043872477332500005,0.000993818931038
passed,0.00036054081121600004,0.00018280198888500002,0.0004928695511650001
friend,0.00036054081121600004,0.00010968119333100001,0.0009049408152540001
call,0.00036054081121600004,0.00032904357999400004,0.000226235203813
far,0.00036054081121600004,0.000475285171102,0.00047670989375
better,0.00036054081121600004,0.000511845568879,0.0007433442411020001
behind,0.00036054081121600004,0.000475285171102,0.00011311760190600001
opened,0.000340510766149,0.000365603977771,0.00014543691673700001
am,0.000340510766149,0.000548405966656,0.002569385529026
find,0.000340510766149,0.0007677683533190001,0.00047670989375
happened,0.000340510766149,0.00025592278443900004,0.00019391588898300002
whole,0.000340510766149,0.000475285171102,0.0006383064679020001
answered,0.000340510766149,0.000146241591108,0.00025047468993600003
somebody,0.000340510766149,0.00025592278443900004,6.463862966105119e-05
sitting,0.000340510766149,0.000365603977771,0.00016967640286
used,0.000340510766149,0.00043872477332500005,0.000177756231567
fell,0.000340510766149,0.00021936238666200002,1.6159657415262794e-05
dress,0.000340510766149,0.0,4.039914353815699e-05
shook,0.000340510766149,0.00032904357999400004,8.887811578394539e-05
several,0.000340510766149,0.000146241591108,0.000185836060275
sure,0.000340510766149,0.0008774495466510001,0.0008322223568860001
wo,0.000340510766149,0.0008774495466510001,8.079828707631399e-06
green,0.000340510766149,0.000146241591108,2.423948612289419e-05
rain,0.000340510766149,0.0,3.2319314830525595e-05
times,0.000340510766149,0.00021936238666200002,0.00016159657415200002
past,0.000340510766149,0.00010968119333100001,8.079828707631398e-05
myself,0.000340510766149,0.00025592278443900004,0.0007756635559320001
remember,0.000320480721081,0.000511845568879,0.000177756231567
being,0.000320480721081,0.000694647557765,0.001422049852543
sent,0.000320480721081,7.312079555425564e-05,0.000177756231567
office,0.000320480721081,0.0,4.847897224578838e-05
talked,0.000320480721081,0.0,0.00030703349088900003
bed,0.000320480721081,3.6560397777127814e-05,4.847897224578838e-05
arrived,0.000320480721081,3.6560397777127814e-05,0.00012119743061400001
bought,0.000320480721081,0.0,3.2319314830525595e-05
believe,0.000320480721081,0.00032904357999400004,0.0007110249262710001
bright,0.000320480721081,0.000292483182217,8.079828707631399e-06
standing,0.000320480721081,3.6560397777127814e-05,0.000105037773199
porch,0.000320480721081,0.0,0.0
coat,0.000320480721081,0.0,3.2319314830525595e-05
same,0.000320480721081,0.0008774495466510001,0.0005575081808260001
outside,0.000320480721081,0.000146241591108,0.0
women,0.000320480721081,0.0,0.000153516745444
nodded,0.000320480721081,3.6560397777127814e-05,0.0
live,0.000320480721081,0.000292483182217,0.00016967640286
set,0.000320480721081,0.000511845568879,0.00025047468993600003
insisted,0.000320480721081,0.0,8.079828707631399e-06
street,0.000320480721081,0.0,0.000153516745444
waited,0.000320480721081,0.000402164375548,5.65588009534198e-05
mckee,0.000320480721081,0.0,0.0
least,0.000300450676014,0.000292483182217,0.0005251888659960001
short,0.000300450676014,0.000146241591108,0.00034743263442800005
except,0.000300450676014,0.000146241591108,0.000177756231567
drove,0.000300450676014,0.0,8.887811578394539e-05
enough,0.000300450676014,0.000621526762211,0.000864541671716
reached,0.000300450676014,0.0,0.00014543691673700001
arm,0.000300450676014,0.000548405966656,3.2319314830525595e-05
leaned,0.000300450676014,0.0,0.0
laughed,0.000300450676014,7.312079555425564e-05,8.887811578394539e-05
quickly,0.000300450676014,7.312079555425564e-05,3.2319314830525595e-05
ask,0.000300450676014,0.000402164375548,0.00025047468993600003
getting,0.000300450676014,0.000804328751096,5.65588009534198e-05
expression,0.000300450676014,3.6560397777127814e-05,0.000177756231567
close,0.000300450676014,0.000475285171102,7.27184583686826e-05
words,0.000300450676014,0.0007677683533190001,0.00023431503252100002
immediately,0.000300450676014,0.00010968119333100001,0.0004928695511650001
speak,0.000300450676014,0.000511845568879,0.000533268694703
glanced,0.000300450676014,3.6560397777127814e-05,0.0
followed,0.000300450676014,0.000292483182217,0.00020199571769000002
suppose,0.000300450676014,0.000511845568879,0.00038783177796600005
wait,0.000300450676014,3.6560397777127814e-05,0.000137357088029
already,0.000300450676014,7.312079555425564e-05,0.000226235203813
train,0.000300450676014,0.0,8.079828707631399e-06
stared,0.000300450676014,0.0,4.039914353815699e-05
hall,0.000300450676014,0.00032904357999400004,9.695794449157679e-05
suggested,0.000280420630946,0.0,4.039914353815699e-05
care,0.000280420630946,0.000146241591108,0.000282794004767
book,0.000280420630946,0.000402164375548,0.00014543691673700001
family,0.000280420630946,3.6560397777127814e-05,0.0012281339635590001
longer,0.000280420630946,0.00010968119333100001,0.000355512463135
really,0.000280420630946,0.000475285171102,0.000719104754979
husband,0.000280420630946,0.0,0.00040399143538100005
mouth,0.000280420630946,0.000365603977771,8.079828707631399e-06
minutes,0.000280420630946,0.000402164375548,0.000298953662182
pale,0.000280420630946,0.000146241591108,3.2319314830525595e-05
floor,0.000280420630946,0.00010968119333100001,0.0
held,0.000280420630946,0.000146241591108,4.039914353815699e-05
cars,0.000280420630946,0.0,0.0
tomorrow,0.000280420630946,3.6560397777127814e-05,0.0
cool,0.000280420630946,7.312079555425564e-05,2.423948612289419e-05
hundred,0.000280420630946,3.6560397777127814e-05,4.847897224578838e-05
pretty,0.000280420630946,3.6560397777127814e-05,0.00019391588898300002
explained,0.000280420630946,3.6560397777127814e-05,7.27184583686826e-05
stop,0.000280420630946,0.00021936238666200002,3.2319314830525595e-05
george,0.000280420630946,0.0,6.463862966105119e-05
week,0.000280420630946,0.00010968119333100001,0.00023431503252100002
suit,0.000280420630946,0.00010968119333100001,5.65588009534198e-05
cold,0.000280420630946,3.6560397777127814e-05,0.00014543691673700001
catherine,0.000280420630946,0.0,0.001018058417161
crazy,0.000280420630946,3.6560397777127814e-05,0.0
policeman,0.000280420630946,0.0,0.0
someone,0.000280420630946,3.6560397777127814e-05,8.079828707631399e-06
understand,0.000280420630946,0.00021936238666200002,0.00024239486122800002
oxford,0.000280420630946,0.0,8.079828707631399e-06
heat,0.000280420630946,0.0,0.0
person,0.000260390585878,0.000146241591108,0.00041207126408900004
certain,0.000260390585878,0.00010968119333100001,0.00043631075021200003
war,0.000260390585878,0.0,8.079828707631399e-06
trees,0.000260390585878,0.00025592278443900004,4.039914353815699e-05
ran,0.000260390585878,0.000584966364434,0.000105037773199
pulled,0.000260390585878,3.6560397777127814e-05,0.0
both,0.000260390585878,0.000511845568879,0.000565588009534
sight,0.000260390585878,0.000365603977771,0.000137357088029
forward,0.000260390585878,0.0,0.000226235203813
shoulder,0.000260390585878,0.000146241591108,0.0
nice,0.000260390585878,0.00021936238666200002,4.039914353815699e-05
deep,0.000260390585878,0.00025592278443900004,5.65588009534198e-05
wind,0.000260390585878,7.312079555425564e-05,8.079828707631399e-06
picture,0.000260390585878,3.6560397777127814e-05,0.00011311760190600001
whispered,0.000260390585878,0.00018280198888500002,8.079828707631399e-06
sun,0.000260390585878,7.312079555425564e-05,0.0
sometimes,0.000260390585878,0.00018280198888500002,0.00029087383347400003
effort,0.000260390585878,0.0,4.039914353815699e-05
leaving,0.000260390585878,3.6560397777127814e-05,0.00014543691673700001
continued,0.000260390585878,0.00032904357999400004,0.00037167212055100004
boy,0.000260390585878,7.312079555425564e-05,2.423948612289419e-05
taking,0.000260390585878,0.00018280198888500002,0.000153516745444
sit,0.000260390585878,0.000292483182217,0.00012119743061400001
sister,0.000260390585878,0.00032904357999400004,0.0017452430008480001
lay,0.000260390585878,0.000146241591108,4.847897224578838e-05
change,0.000260390585878,0.000511845568879,0.00019391588898300002
laughter,0.000260390585878,3.6560397777127814e-05,1.6159657415262794e-05
late,0.000260390585878,0.00021936238666200002,0.000153516745444
lunch,0.000260390585878,0.0,0.0
cody,0.000260390585878,0.0,0.0
turning,0.00024036054081100002,0.00043872477332500005,0.000105037773199
since,0.00024036054081100002,0.000146241591108,0.00047670989375
curious,0.00024036054081100002,0.000694647557765,4.039914353815699e-05
forever,0.00024036054081100002,0.0,0.0
known,0.00024036054081100002,3.6560397777127814e-05,0.00046055023633400006
single,0.00024036054081100002,0.0,9.695794449157679e-05
finally,0.00024036054081100002,0.0,5.65588009534198e-05
faces,0.00024036054081100002,0.00018280198888500002,2.423948612289419e-05
less,0.00024036054081100002,0.000146241591108,0.000630226639195
pool,0.00024036054081100002,0.000365603977771,8.079828707631399e-06
run,0.00024036054081100002,0.000146241591108,8.887811578394539e-05
